image,text_a,text_b,label,label_name
IMG_1626.jpeg,OLIN BR 65 .A313 D3413 2005 T.1,OLIN BR 65 .A313 D3413 2005 T.2,0,In_Order
IMG_1627.jpeg,OLIN BR 65 .C86 S43X 1993,OLIN BR 65 .C886 H66x 2001,2,Out_of_Order
IMG_1627.jpeg,OLIN BR 65 .C886 H66x 2001,OLIN BR 65 .C933 C47x 1999,0,In_Order
IMG_1627.jpeg,OLIN BR 65 .C933 C47x 1999,OLIN BR 65 C936 B76 2013,0,In_Order
IMG_1627.jpeg,OLIN BR 65 C936 B76 2013,OLIN BR 65 .C95 2016 v.1 pt.1,2,Out_of_Order
IMG_1627.jpeg,OLIN BR 65 .C95 2016 v.1 pt.1,OLIN BR 65 C95 2016 v.1 pt.2,0,In_Order
IMG_1627.jpeg,OLIN BR 65 C95 2016 v.1 pt.2,OLIN BR 65 C952 E5 2013,0,In_Order
IMG_1627.jpeg,OLIN BR 65 C952 E5 2013,ST.CYRIL OFALEX ANDRIA THREE CHRISTO LOGICAL TREATISES,0,In_Order
IMG_1627.jpeg,ST.CYRIL OFALEX ANDRIA THREE CHRISTO LOGICAL TREATISES,OL IN BR 65 .C952 E5x 2000,2,Out_of_Order
IMG_1627.jpeg,OL IN BR 65 .C952 E5x 2000,OLIN BR 65 C953 C6615 2023 Bd.1,0,In_Order
IMG_1627.jpeg,OLIN BR 65 C953 C6615 2023 Bd.1,OLIN BR 65 C953 C6615 2023 Bd.2,0,In_Order
IMG_1627.jpeg,OLIN BR 65 C953 C6615 2023 Bd.2,OLIN BR 65 .C953 D433 2021 v.1,2,Out_of_Order
IMG_1627.jpeg,OLIN BR 65 .C953 D433 2021 v.1,OLIN BR 65 .C956 C73 2014,0,In_Order
IMG_1627.jpeg,OLIN BR 65 .C956 C73 2014,OLIN BR 65 .C956 D45 2006,0,In_Order
IMG_1628.jpeg,OLIN BR 749 .B452z 1999 v.1,OLIN BR 749 .B53 2005,0,In_Order
IMG_1628.jpeg,OLIN BR 749 .B53 2005,OLIN BR 749 .B55 2014,0,In_Order
IMG_1628.jpeg,OLIN BR 749 .B55 2014,OLIN BR 749 C38x 1999,0,In_Order
IMG_1628.jpeg,OLIN BR 749 C38x 1999,OLIN BR 749 .C48x 2000 v.1,0,In_Order
IMG_1628.jpeg,OLIN BR 749 .C48x 2000 v.1,OLIN BR 749 .C48x 2000 v.2,0,In_Order
IMG_1628.jpeg,OLIN BR 749 .C48x 2000 v.2,OLIN BR 749 .C83x 1995,0,In_Order
IMG_1628.jpeg,OLIN BR 749 .C83x 1995,OLIN BR 749 .E3x 1971,0,In_Order
IMG_1628.jpeg,OLIN BR 749 .E3x 1971,OLIN BR 749 .G46 2009,0,In_Order
IMG_1628.jpeg,OLIN BR 749 .G46 2009,OLIN BR 749 .G53 2007,2,Out_of_Order
IMG_1628.jpeg,OLIN BR 749 .G53 2007,BR 749 G58,0,In_Order
IMG_1628.jpeg,BR 749 G58,OLIN BR 749 .H47 2002,2,Out_of_Order
IMG_1629.jpeg,OLIN BR 750 .B87 2012,BR 750 C23 C.2,0,In_Order
IMG_1629.jpeg,BR 750 C23 C.2,OLIN BR 750 .C45z 2000,0,In_Order
IMG_1629.jpeg,OLIN BR 750 .C45z 2000,OLIN BR 750 .C474 2025,0,In_Order
IMG_1629.jpeg,OLIN BR 750 .C474 2025,OLIN BR 750 C51 F9,0,In_Order
IMG_1629.jpeg,OLIN BR 750 C51 F9,BR 750 C51 M4,0,In_Order
IMG_1629.jpeg,BR 750 C51 M4,OLIN BR 750 .C51 P2 1982,0,In_Order
IMG_1629.jpeg,OLIN BR 750 .C51 P2 1982,BR 750 D41,0,In_Order
IMG_1629.jpeg,BR 750 D41,BR 750 E26 1967,0,In_Order
IMG_1629.jpeg,BR 750 E26 1967,OLIN BR 750 .E54X 1999,2,Out_of_Order
IMG_1629.jpeg,OLIN BR 750 .E54X 1999,OLIN BR 750 E541,0,In_Order
IMG_1630.jpeg,0 73 74,BS 410 F73 5,0,In_Order
IMG_1630.jpeg,BS 410 F73 5,BS 410 F73 no.76,2,Out_of_Order
IMG_1630.jpeg,BS 410 F73 no.76,BS 410 F73 no.79,0,In_Order
IMG_1630.jpeg,BS 410 F73 no.79,BS 410 F73 no.123,0,In_Order
IMG_1630.jpeg,BS 410 F73 no.123,BS 410 F73 no.129,0,In_Order
IMG_1630.jpeg,BS 410 F73 no.129,BS 410 F73 no.130 v.2,0,In_Order
IMG_1630.jpeg,BS 410 F73 no.130 v.2,OLIN BS 410 F73 no.157,0,In_Order
IMG_1630.jpeg,OLIN BS 410 F73 no.157,OLIN BS 410 .F73 158. Heft,2,Out_of_Order
IMG_1630.jpeg,OLIN BS 410 .F73 158. Heft,OLIN BS 410 .F73 .160z,0,In_Order
IMG_1630.jpeg,OLIN BS 410 .F73 .160z,DLIN 3S 110 F73 o.161,2,Out_of_Order
IMG_1631.jpeg,OLIN BS 1235 .2 .L39X 1995,OLIN BS 1235 .2 .L553X 1999,0,In_Order
IMG_1631.jpeg,OLIN BS 1235 .2 .L553X 1999,OLIN BS 1235 .2 .L56 2005,0,In_Order
IMG_1631.jpeg,OLIN BS 1235 .2 .L56 2005,OLIN BS 1235 .2 .L67 1968,0,In_Order
IMG_1631.jpeg,OLIN BS 1235 .2 .L67 1968,BS 1235 2 L69,0,In_Order
IMG_1631.jpeg,BS 1235 2 L69,BS 1235 .2 L84,2,Out_of_Order
IMG_1631.jpeg,BS 1235 .2 L84,OLIN BS 1235 .2 .M33W 1996,2,Out_of_Order
IMG_1631.jpeg,OLIN BS 1235 .2 .M33W 1996,OLIN BS 1235 .2 .M67x 2000,0,In_Order
IMG_1631.jpeg,OLIN BS 1235 .2 .M67x 2000,BS 1235 .2 M82 1962,2,Out_of_Order
IMG_1631.jpeg,BS 1235 .2 M82 1962,OLIN BS 1235 .2 .M68X 1996,2,Out_of_Order
IMG_1631.jpeg,OLIN BS 1235 .2 .M68X 1996,OLIN BS 1235 .2 .N38 1997z,0,In_Order
IMG_1631.jpeg,OLIN BS 1235 .2 .N38 1997z,BS 1235 2 027,0,In_Order
IMG_1632.jpeg,BS 2825 .5 C71 1976,OLIN ICE BS 2825 5 075 1999,0,In_Order
IMG_1632.jpeg,OLIN ICE BS 2825 5 075 1999,OLIN BS 2825 52 .A45 2017,0,In_Order
IMG_1632.jpeg,OLIN BS 2825 52 .A45 2017,LIN BS 2825 52 A96 006x,0,In_Order
IMG_1632.jpeg,LIN BS 2825 52 A96 006x,OLIN BS 2825 .52 .A78 2019,2,Out_of_Order
IMG_1632.jpeg,OLIN BS 2825 .52 .A78 2019,OLIN BS 2825 .52 .B43 2018,2,Out_of_Order
IMG_1632.jpeg,OLIN BS 2825 .52 .B43 2018,OLIN BS 2825 .52 .B474 2018,1,Duplicate
IMG_1632.jpeg,OLIN BS 2825 .52 .B474 2018,OLIN BS 2825 52 .B53x 2001,0,In_Order
IMG_1632.jpeg,OLIN BS 2825 52 .B53x 2001,BARCLAY,1,Duplicate
IMG_1632.jpeg,BARCLAY,OLIN BS 2825 .52 B54 2004,2,Out_of_Order
IMG_1632.jpeg,OLIN BS 2825 .52 B54 2004,OLIN BS 2825 .52 .B646 2016,0,In_Order
IMG_1632.jpeg,OLIN BS 2825 .52 .B646 2016,OLIN BS 2825 .52 .B647 2015,2,Out_of_Order
IMG_1632.jpeg,OLIN BS 2825 .52 .B647 2015,OLIN BS 2825 .52 .C46 2016,0,In_Order
IMG_1632.jpeg,OLIN BS 2825 .52 .C46 2016,OLIN BS 2825 .52 .C68 2009,2,Out_of_Order
IMG_1632.jpeg,OLIN BS 2825 .52 .C68 2009,OLIN BS 2825 52 .C74 2014,0,In_Order
IMG_1632.jpeg,OLIN BS 2825 52 .C74 2014,OLIN BS 2825 .52 D445 2015,0,In_Order
IMG_1632.jpeg,OLIN BS 2825 .52 D445 2015,OLSO FIREN MMV,0,In_Order
IMG_1633.jpeg,BX 5620 S89,BX 562( S89 A25 1969,2,Out_of_Order
IMG_1633.jpeg,BX 562( S89 A25 1969,BX 5620 S89 F62,0,In_Order
IMG_1633.jpeg,BX 5620 S89 F62,OLIN BX 5640 .F5 H64 2016,2,Out_of_Order
IMG_1633.jpeg,OLIN BX 5640 .F5 H64 2016,OLIN BX 5680 .6 .L83x 1998,0,In_Order
IMG_1633.jpeg,OLIN BX 5680 .6 .L83x 1998,OLIN BX 5680 .6 .Z8 D441 2000,0,In_Order
IMG_1633.jpeg,OLIN BX 5680 .6 .Z8 D441 2000,OLIN BX 5691 .R95 C36 2022,0,In_Order
IMG_1633.jpeg,OLIN BX 5691 .R95 C36 2022,BX 5691 S7 H65,0,In_Order
IMG_1633.jpeg,BX 5691 S7 H65,BX 5700 C69 H65,2,Out_of_Order
IMG_1633.jpeg,BX 5700 C69 H65,BX 5700 G99 J12,0,In_Order
IMG_1633.jpeg,BX 5700 G99 J12,OLIN BX 5700 4 .A44 M37 2008,0,In_Order
IMG_1633.jpeg,OLIN BX 5700 4 .A44 M37 2008,Pamela Welch,2,Out_of_Order
IMG_1633.jpeg,Pamela Welch,CASS,0,In_Order
IMG_1633.jpeg,CASS,OLIN BX 5700 .55 .A4 S33x 2002,2,Out_of_Order
IMG_1634.jpeg,OLIN CT 3310 .B3X 1992,OLI CT 331 .B3 201,0,In_Order
IMG_1634.jpeg,OLI CT 331 .B3 201,OLIN CT 3310 .P54 2004,0,In_Order
IMG_1634.jpeg,OLIN CT 3310 .P54 2004,CT 3320 B18 1985,2,Out_of_Order
IMG_1634.jpeg,CT 3320 B18 1985,CT 3320 C86 1967,0,In_Order
IMG_1634.jpeg,CT 3320 C86 1967,CT 3320 E84,0,In_Order
IMG_1634.jpeg,CT 3320 E84,OLIN CT 3320 .F57 2005,0,In_Order
IMG_1634.jpeg,OLIN CT 3320 .F57 2005,CT 3320 G92 1928#,0,In_Order
